"","LEA2","Name","Address","x1","district_name","district_enrollment","district_percent_gifted_and_talented","district_percent_special_education","district_percent_homeless","district_percent_lep","district_percent_frl","district_percent_white","district_percent_hispanic","district_percent_black","district_percent_other_races","district_overall_percent_minority","region","is_charter","district_lea","LEA","lon","lat"
"151",4301000,"LONOKE SCHOOL DISTRICT","401 W. Holly St
Lonoke
AR - 72086",151,"LONOKE SCHOOL DISTRICT",1720,0.0808139534883721,0.119767441860465,0.022093023255814,0.0546511627906977,0.644767441860465,0.649418604651163,0.0837209302325581,0.228488372093023,0.0383720930232558,0.350581395348837,3,0,4301000,"4301000",-91.9052887,34.7798302
"152",4202000,"MAGAZINE SCHOOL DISTRICT","292 E Priddy St
Magazine
AR - 72943",152,"MAGAZINE SCHOOL DISTRICT",520,0.109615384615385,0.175,0.00961538461538462,0.00961538461538462,0.809615384615385,0.930769230769231,0.0230769230769231,0.00192307692307692,0.0442307692307692,0.0692307692307692,1,0,4202000,"4202000",-93.8026676,35.1493356
"153",3003000,"MAGNET COVE SCHOOL DIST.","472 Magnet School Rd
Malvern
AR - 72104",153,"MAGNET COVE SCHOOL DIST.",740,0.0891891891891892,0.122972972972973,0.0135135135135135,0,0.489189189189189,0.918918918918919,0.0243243243243243,0.00945945945945946,0.0472972972972973,0.0810810810810811,3,0,3003000,"3003000",-92.8367309,34.4490942
"154",1402000,"MAGNOLIA SCHOOL DISTRICT","1403 High School Dr
Magnolia
AR - 71754-649",154,"MAGNOLIA SCHOOL DISTRICT",2700,0.10037037037037,0.110740740740741,0.0185185185185185,0.0203703703703704,0.711481481481481,0.378888888888889,0.0488888888888889,0.524444444444444,0.0477777777777778,0.621111111111111,4,0,1402000,"1402000",-93.2238794,33.2790003
"155",3004000,"MALVERN SCHOOL DISTRICT","1620 South Main St
Malvern
AR - 72104",155,"MALVERN SCHOOL DISTRICT",1940,0.0809278350515464,0.179896907216495,0.00412371134020619,0.0489690721649485,0.760309278350515,0.525773195876289,0.0994845360824742,0.285051546391753,0.0896907216494845,0.474226804123711,3,0,3004000,"3004000",-92.8073191,34.3530057
"156",2501000,"MAMMOTH SPRING SCHOOL DISTRICT","410 Goldsmith Ave
Mammoth Spring
AR - 72554",156,"MAMMOTH SPRING SCHOOL DISTRICT",461,0.0845986984815618,0.127982646420824,0.0325379609544469,0,0.725490196078431,0.971800433839479,0.00650759219088937,0,0.0216919739696312,0.0281995661605206,2,0,2501000,"2501000",-91.5418977,36.4908199
"157",4712000,"MANILA SCHOOL DISTRICT","419 E Olympia St
Manila
AR - 72442",157,"MANILA SCHOOL DISTRICT",1063,0.0997177798682973,0.157102539981185,0.09689557855127,0.00846660395108184,0.604891815616181,0.943555973659454,0.0451552210724365,0.00376293508936971,0.00752587017873942,0.0564440263405456,2,0,4712000,"4712000",-90.1540962,35.880025
"158",6606000,"MANSFIELD SCHOOL DISTRICT","402 Grove St.
Mansfield
AR - 72944",158,"MANSFIELD SCHOOL DISTRICT",779,0.0783055198973042,0.152759948652118,0.0410783055198973,0.0205391527599487,0.711168164313222,0.862644415917843,0.0359435173299101,0.00770218228498074,0.0937098844672657,0.137355584082157,1,0,6606000,"6606000",-94.2478148,35.0620594
"159",1804000,"MARION SCHOOL DISTRICT","200 Manor Street
Marion
AR - 72364",159,"MARION SCHOOL DISTRICT",3849,0.0860634425377015,0.121164846593864,0.0234009360374415,0.0226209048361934,0.716549753182645,0.369446609508963,0.060275396206807,0.540400103923097,0.0298778903611328,0.630553390491037,2,0,1804000,"1804000",-90.2023782,35.2109435
"160",5604000,"MARKED TREE SCHOOL DISTRICT","406 St. Francis St.
Marked Tree
AR - 72365",160,"MARKED TREE SCHOOL DISTRICT",483,0.12448132780083,0.16804979253112,0.0394190871369295,0.004149377593361,0.807453416149068,0.648033126293996,0.0248447204968944,0.322981366459627,0.0041407867494824,0.351966873706004,2,0,5604000,"5604000",-90.4204228,35.5272134
"161",2803000,"MARMADUKE SCHOOL DISTRICT","1010 Greyhound Drive
Marmaduke
AR - 72443",161,"MARMADUKE SCHOOL DISTRICT",718,0.052924791086351,0.151810584958217,0.0584958217270195,0,0.64066852367688,0.956824512534819,0.0250696378830084,0.00278551532033426,0.0153203342618384,0.0431754874651811,2,0,2803000,"2803000",-90.3937388,36.1930301
"162",5404000,"MARVELL-ELAINE SCHOOL DISTRICT","203 South Pine St
Marvell
AR - 72366",162,"MARVELL-ELAINE SCHOOL DISTRICT",362,0.0939226519337017,0.149171270718232,0,0.00552486187845304,0.972375690607735,0.0966850828729282,0.0248618784530387,0.861878453038674,0.0165745856353591,0.903314917127072,5,0,5404000,"5404000",-90.912988,34.5547011
"163",2305000,"MAYFLOWER SCHOOL DISTRICT","#7 Ashmore Drive
Mayflower
AR - 72106",163,"MAYFLOWER SCHOOL DISTRICT",1048,0.0734732824427481,0.162213740458015,0.0429389312977099,0.00286259541984733,0.583969465648855,0.805343511450382,0.0419847328244275,0.112595419847328,0.0400763358778626,0.194656488549618,3,0,2305000,"2305000",NA,NA
"164",6102000,"MAYNARD SCHOOL DISTRICT","74 Campus Dr
Maynard
AR - 72444",164,"MAYNARD SCHOOL DISTRICT",475,0.103157894736842,0.183157894736842,0.0463157894736842,0,0.730932203389831,0.962105263157895,0.0231578947368421,0.00421052631578947,0.0105263157894737,0.0378947368421053,2,0,6102000,"6102000",-90.8991382,36.4179435
"165",7403000,"MCCRORY SCHOOL DISTRICT","509 North Jackson St
Mccrory
AR - 72101",165,"MCCRORY SCHOOL DISTRICT",633,0.110584518167457,0.131121642969984,0.0394944707740916,0.00315955766192733,0.598736176935229,0.846761453396525,0.0173775671406003,0.127962085308057,0.00789889415481832,0.153238546603475,2,0,7403000,"7403000",-91.1960345,35.2616755
"166",2105000,"MCGEHEE SCHOOL DISTRICT","409 Oak Street
Mcgehee
AR - 71654",166,"MCGEHEE SCHOOL DISTRICT",1168,0.0565552699228792,0.134532990574122,0.00428449014567267,0.0231362467866324,0.73972602739726,0.470034246575342,0.0428082191780822,0.453767123287671,0.0333904109589041,0.529965753424657,5,0,2105000,"2105000",-91.3993556,33.6279371
"167",3302000,"MELBOURNE SCHOOL DISTRICT","303 School Dr
Melbourne
AR - 72556",167,"MELBOURNE SCHOOL DISTRICT",849,0.116745283018868,0.132075471698113,0.00117924528301887,0.0141509433962264,0.505300353356891,0.959952885747939,0.0235571260306243,0.00471142520612485,0.0117785630153121,0.0400471142520612,2,0,3302000,"3302000",-91.9077748,36.0617911
"168",5703000,"MENA SCHOOL DISTRICT","501 Hickory St
Mena
AR - 71953",168,"MENA SCHOOL DISTRICT",1720,0.0924956369982548,0.121000581733566,0.0151250727166958,0.0238510762070972,0.675581395348837,0.896511627906977,0.0540697674418605,0.00930232558139535,0.0401162790697674,0.103488372093023,4,0,5703000,"5703000",-94.2394211,34.5874816
"169",3211000,"MIDLAND SCHOOL DISTRICT","741  Main Street
Pleasant Plains
AR - 72568",169,"MIDLAND SCHOOL DISTRICT",508,0.127952755905512,0.151574803149606,0.0708661417322835,0,0.726377952755906,0.931102362204724,0.031496062992126,0.015748031496063,0.0216535433070866,0.0688976377952756,2,0,3211000,"3211000",-91.6249662,35.5472344
"170",3104000,"MINERAL SPRINGS SCHOOL DISTRICT","2031 Main Street
Saratoga
AR - 71859",170,"MINERAL SPRINGS SCHOOL DISTRICT",398,0.0552763819095477,0.160804020100503,0.00251256281407035,0.0301507537688442,0.899497487437186,0.155778894472362,0.158291457286432,0.663316582914573,0.0226130653266332,0.844221105527638,4,0,3104000,"3104000",-93.902297,33.7517728
"171",2203000,"MONTICELLO SCHOOL DISTRICT","935 Scogin Dr.
Monticello
AR - 71655",171,"MONTICELLO SCHOOL DISTRICT",1893,0.0713153724247227,0.0903328050713154,0.00739566825145272,0.0121500264131009,0.49973586899102,0.561014263074485,0.0454305335446381,0.378763866877971,0.0147913365029054,0.438985736925515,5,0,2203000,"2203000",-91.813485,33.6075334
"172",4902000,"MOUNT IDA SCHOOL DISTRICT","P.O. Box 1230
Mount Ida
AR - 71957",172,"MOUNT IDA SCHOOL DISTRICT",455,0.149450549450549,0.164835164835165,0.0175824175824176,0.00659340659340659,0.714285714285714,0.927472527472528,0.0285714285714286,0.0021978021978022,0.0417582417582418,0.0725274725274725,4,0,4902000,"4902000",-93.6371745,34.5564919
"173",303000,"MOUNTAIN HOME SCHOOL DISTRICT","1230 S Maple
Mountain Home
AR - 72653",173,"MOUNTAIN HOME SCHOOL DISTRICT",3863,0.0567210567210567,0.104895104895105,0.013986013986014,0.00725200725200725,0.479679005953922,0.907067046337044,0.0463370437483821,0.00414185865907326,0.0424540512555009,0.0929329536629563,1,0,303000,"303000",-92.3803321,36.3260801
"174",2607000,"MOUNTAIN PINE SCHOOL DISTRICT","P.O. Box 1
Mountain Pine
AR - 71956",174,"MOUNTAIN PINE SCHOOL DISTRICT",571,0.0893169877408056,0.175131348511384,0.0245183887915937,0,0.831873905429072,0.823117338003503,0.0332749562171629,0.0700525394045534,0.0735551663747811,0.176882661996497,3,0,2607000,"2607000",-93.173716,34.5731972
"175",6901000,"MOUNTAIN VIEW SCHOOL DISTRICT","210 High School Dr
Mtn. View
AR - 72560",175,"MOUNTAIN VIEW SCHOOL DISTRICT",1614,0.0892193308550186,0.156133828996283,0,0.00309789343246592,0.66542750929368,0.954151177199504,0.0272614622057001,0.00371747211895911,0.0148698884758364,0.0458488228004957,2,0,6901000,"6901000",-92.0840612,35.8589751
"176",1703000,"MOUNTAINBURG SCHOOL DISTRICT","129 Hwy. 71 Sw
Mountainburg
AR - 72946",176,"MOUNTAINBURG SCHOOL DISTRICT",615,0.0960912052117264,0.184039087947883,0.0700325732899023,0,0.731707317073171,0.931707317073171,0.0178861788617886,0.0032520325203252,0.0471544715447154,0.0682926829268293,1,0,1703000,"1703000",-94.1717322,35.630561
"177",2306000,"MT. VERNON/ENOLA SCHOOL DISTRICT","33 Garland Springs Rd
Mt. Vernon
AR - 72111",177,"MT. VERNON/ENOLA SCHOOL DISTRICT",493,0.115618661257606,0.139959432048682,0.141987829614604,0,0.567951318458418,0.959432048681542,0.00202839756592292,0.0182555780933063,0.0202839756592292,0.0405679513184584,3,0,2306000,"2306000",-92.1301602,35.2256496
"178",1704000,"MULBERRY/PLEASANT VIEW BI-COUNTY SCHOOLS","203 West 5Th St
Mulberry
AR - 72947",178,"MULBERRY/PLEASANT VIEW BI-COUNTY SCHO",410,0.0731707317073171,0.18780487804878,0.0682926829268293,0.0170731707317073,0.748780487804878,0.941463414634146,0.0219512195121951,0,0.0365853658536585,0.0585365853658537,1,0,1704000,"1704000",-94.0555734,35.5004951
"179",3105000,"NASHVILLE SCHOOL DISTRICT","600 N. Fourth
Nashville
AR - 71852",179,"NASHVILLE SCHOOL DISTRICT",1921,0.0572618427902134,0.134825611660593,0.0239458615304529,0.152524726704841,0.725143154606976,0.530973451327434,0.234252993232691,0.218115564809995,0.0166579906298803,0.469026548672566,4,0,3105000,"3105000",-93.8499039,33.9502329
"180",1503000,"NEMO VISTA SCHOOL DISTRICT","5690 Hwy. 9
Center Ridge
AR - 72027",180,"NEMO VISTA SCHOOL DISTRICT",446,0.0852017937219731,0.192825112107623,0.0246636771300448,0.00224215246636771,0.645739910313901,0.912556053811659,0.0336322869955157,0.0112107623318386,0.0426008968609865,0.0874439461883408,1,0,1503000,"1503000",-92.5636807,35.3695591
"181",1611000,"NETTLETON SCHOOL DISTRICT","2616 Progress Drive
Jonesboro
AR - 72401",181,"NETTLETON SCHOOL DISTRICT",3426,0.0709281961471103,0.167834208990076,0.0385288966725044,0.0545826036193812,0.722416812609457,0.391418563922942,0.0907764156450671,0.46584938704028,0.0519556333917104,0.608581436077058,2,0,1611000,"1611000",-90.6500331,35.8127284
"182",5008000,"NEVADA SCHOOL DISTRICT","6580 U S Hwy 278
Rosston
AR - 71858",182,"NEVADA SCHOOL DISTRICT",400,0.13,0.1075,0.0675,0.015,0.765,0.5525,0.02,0.3725,0.055,0.4475,4,0,5008000,"5008000",-93.29544,33.591873
"183",3403000,"NEWPORT SCHOOL DISTRICT","406 Wilkerson Drive
Newport
AR - 72112",183,"NEWPORT SCHOOL DISTRICT",1126,0.105683836589698,0.213143872113677,0.113676731793961,0.0275310834813499,0.793072824156306,0.492007104795737,0.0896980461811723,0.380994671403197,0.0373001776198934,0.507992895204263,2,0,3403000,"3403000",-91.2719178,35.6006905
"184",304000,"NORFORK SCHOOL DISTRICT","44 Fireball Lane
Norfork,
AR - 72658",184,"NORFORK SCHOOL DISTRICT",426,0.10377358490566,0.153301886792453,0.113207547169811,0,0.769953051643193,0.964788732394366,0.0187793427230047,0,0.0164319248826291,0.0352112676056338,1,0,304000,"304000",-92.2658384,36.1974584
"185",6002000,"NORTH LITTLE ROCK SCHOOL DISTRICT","2700 Poplar Street
North Little Rock
AR - 72114",185,"NORTH LITTLE ROCK SCHOOL DISTRICT",8145,0.105883798059206,0.115587765630758,0.0487655079228596,0.0652254022847316,0.72768569674647,0.279435236341314,0.0941682013505218,0.598772252915899,0.0276243093922652,0.720564763658686,3,0,6002000,"6002000",-92.2647126,34.7795298
"186",504000,"OMAHA SCHOOL DISTRICT","522 W. College
Omaha
AR - 72662",186,"OMAHA SCHOOL DISTRICT",378,0.0714285714285714,0.14021164021164,0.113756613756614,0.0105820105820106,0.743386243386243,0.925925925925926,0.0317460317460317,0.0105820105820106,0.0317460317460317,0.0740740740740741,1,0,504000,"504000",-93.1961531,36.4483609
"187",4713000,"OSCEOLA SCHOOL DISTRICT","2750 W. Semmes
Osceola
AR - 72370",187,"OSCEOLA SCHOOL DISTRICT",1075,0.0920930232558139,0.116279069767442,0.0297674418604651,0.0111627906976744,0.903255813953488,0.118139534883721,0.0344186046511628,0.815813953488372,0.0316279069767442,0.881860465116279,2,0,4713000,"4713000",-90.0143802,35.7077832
"188",5706000,"OUACHITA RIVER SCHOOL DISTRICT","143 Polk 96
Mena
AR - 71953",188,"OUACHITA RIVER SCHOOL DISTRICT",746,0.134048257372654,0.124664879356568,0.0361930294906166,0.00670241286863271,0.707774798927614,0.89544235924933,0.0348525469168901,0.00536193029490617,0.064343163538874,0.10455764075067,4,0,5706000,"5706000",-94.2074429,34.6375197
"189",3005000,"OUACHITA SCHOOL DISTRICT","166 Schoolhouse Road
Donaldson
AR - 71941",189,"OUACHITA SCHOOL DISTRICT",488,0.190573770491803,0.125,0.0512295081967213,0.00409836065573771,0.459016393442623,0.950819672131147,0.0286885245901639,0.00204918032786885,0.0184426229508197,0.0491803278688525,3,0,3005000,"3005000",-92.963263,34.2394247
"190",6505000,"OZARK MOUNTAIN SCHOOL DISTRICT","250 South Hwy 65
St. Joe
AR - 72675",191,"OZARK MOUNTAIN SCHOOL DISTRICT",613,0.0831973898858075,0.166394779771615,0.0717781402936378,0.0032626427406199,0.748776508972268,0.960848287112561,0.0244698205546493,0,0.0146818923327896,0.0391517128874388,1,0,6505000,"6505000",-92.7985042,36.0281475
"191",2404000,"OZARK SCHOOL DISTRICT","P.O. Box 135
Ozark
AR - 72949",192,"OZARK SCHOOL DISTRICT",1789,0.0565826330532213,0.10812324929972,0.0168067226890756,0.0117647058823529,0.521812080536913,0.934041363890442,0.0285075461151481,0.00279485746226942,0.0346562325321409,0.0659586361095584,1,0,2404000,"2404000",-93.8636393,35.5037122
"192",6205000,"PALESTINE-WHEATLEY SCH. DIST.","7950 Hwy 70 W
Palestine
AR - 72372",193,"PALESTINE-WHEATLEY SCH. DIST.",810,0.137037037037037,0.1,0.0135802469135802,0,0.860493827160494,0.864197530864197,0.0172839506172839,0.109876543209877,0.00864197530864197,0.135802469135802,2,0,6205000,"6205000",-90.9026158,34.9723153
"193",7309000,"PANGBURN SCHOOL DISTRICT","1100 Short Street
Pangburn
AR - 72121",194,"PANGBURN SCHOOL DISTRICT",786,0.0979643765903308,0.0966921119592875,0.00381679389312977,0.00381679389312977,0.540712468193384,0.951653944020356,0.0330788804071247,0.00636132315521628,0.0089058524173028,0.0483460559796438,2,0,7309000,"7309000",-91.834424,35.4295621
"194",2808000,"PARAGOULD SCHOOL DISTRICT","631 West Court St
Paragould
AR - 72450",195,"PARAGOULD SCHOOL DISTRICT",3197,0.0866708385481852,0.153942428035044,0.0481852315394243,0.0585106382978723,0.700344072568033,0.819518298404754,0.0591179230528621,0.0672505473881764,0.0541132311542071,0.180481701595246,2,0,2808000,"2808000",-90.4942445,36.0563643
"195",4203000,"PARIS SCHOOL DISTRICT","602 N. Tenth St.
Paris
AR - 72855",196,"PARIS SCHOOL DISTRICT",1029,0.0796890184645287,0.113702623906706,0.137998056365403,0.0174927113702624,0.746355685131195,0.861030126336249,0.0291545189504373,0.0359572400388727,0.0738581146744412,0.138969873663751,1,0,4203000,"4203000",-93.7214617,35.2964828
"196",7007000,"PARKERS CHAPEL SCHOOL DIST.","401 Parkers Chapel R
El Dorado
AR - 71730",197,"PARKERS CHAPEL SCHOOL DIST.",777,0.101673101673102,0.110682110682111,0.0141570141570142,0.00772200772200772,0.387387387387387,0.817245817245817,0.0398970398970399,0.102960102960103,0.0398970398970399,0.182754182754183,4,0,7007000,"7007000",-92.7227279,33.1673564
"197",407000,"PEA RIDGE SCHOOL DISTRICT","781 W. Pickens Road
Pea Ridge
AR - 72751",198,"PEA RIDGE SCHOOL DISTRICT",2188,0.0722781335773102,0.126258005489478,0.0521500457456542,0.0256175663311985,0.381170018281536,0.879341864716636,0.079981718464351,0.00731261425959781,0.033363802559415,0.120658135283364,1,0,407000,"407000",-94.124292,36.4558337
"198",5303000,"PERRYVILLE SCHOOL DISTRICT","614 South Fourche Ave
Perryville
AR - 72126",199,"PERRYVILLE SCHOOL DISTRICT",907,0.0804851157662624,0.18412348401323,0.00441014332965821,0,0.611907386990077,0.934950385887541,0.0319735391400221,0.00551267916207277,0.0275633958103638,0.0650496141124587,1,0,5303000,"5303000",-92.7989839,35.000406
"199",1104000,"PIGGOTT SCHOOL DISTRICT","427 East Court
Piggott
AR - 72454",200,"PIGGOTT SCHOOL DISTRICT",845,0.0899408284023669,0.158579881656805,0.00118343195266272,0,0.598816568047337,0.958579881656805,0.0189349112426036,0.00710059171597633,0.0153846153846154,0.0414201183431953,2,0,1104000,"1104000",-90.1861593,36.380879
"200",3541700,"PINE BLUFF LIGHTHOUSE ACADEMY","708 W Second St
Pine Bluff
AR - 71601",201,"PINE BLUFF LIGHTHOUSE ACADEMY",273,0.043956043956044,0.0476190476190476,0.0695970695970696,0.00732600732600733,0.908424908424908,0.010989010989011,0.00732600732600733,0.963369963369963,0.0183150183150183,0.989010989010989,3,1,3541700,"3541700",-92.0095992,34.2284128
"201",3505000,"PINE BLUFF SCHOOL DISTRICT","512 South Pine St
Pine Bluff
AR - 71601",202,"PINE BLUFF SCHOOL DISTRICT",3189,0.116023831922233,0.14079648792725,0.0134838507369081,0.00689871433051113,0.844151771715271,0.0159924741298213,0.00940733772342427,0.964565694575102,0.0100344935716526,0.984007525870179,3,0,3505000,"3505000",-92.0047483,34.2241944
"202",6103000,"POCAHONTAS SCHOOL DISTRICT","2300 North Park
Pocahontas
AR - 72455",203,"POCAHONTAS SCHOOL DISTRICT",2065,0.0794188861985472,0.151573849878935,0.0261501210653753,0.0818401937046005,0.601452784503632,0.834382566585956,0.0397094430992736,0.00920096852300242,0.116707021791768,0.165617433414044,2,0,6103000,"6103000",-90.9844143,36.2801053
"203",5804000,"POTTSVILLE SCHOOL DISTRICT","7000 State Rd 247
Pottsville
AR - 72858",204,"POTTSVILLE SCHOOL DISTRICT",1714,0.106767794632439,0.155192532088681,0.0431738623103851,0.0373395565927655,0.40781796966161,0.893232205367561,0.0770128354725788,0.0122520420070012,0.0175029171528588,0.106767794632439,1,0,5804000,"5804000",-93.0676373,35.231056
"204",2703000,"POYEN SCHOOL DISTRICT","14296 Hwy 270W
Poyen
AR - 72128-209",205,"POYEN SCHOOL DISTRICT",594,0.126262626262626,0.176767676767677,0.0656565656565657,0,0.51010101010101,0.939393939393939,0.0336700336700337,0.00505050505050505,0.0218855218855219,0.0606060606060606,3,0,2703000,"2703000",-92.6439691,34.3245225
"205",7206000,"PRAIRIE GROVE SCHOOL DISTRICT","110 School Street
Prairie Grove
AR - 72753",206,"PRAIRIE GROVE SCHOOL DISTRICT",1996,0.0786573146292585,0.0971943887775551,0.0220440881763527,0.0240480961923848,0.419338677354709,0.876753507014028,0.0495991983967936,0.0225450901803607,0.0511022044088176,0.123246492985972,1,0,7206000,"7206000",-94.3181297,35.9838164
"206",5006000,"PRESCOTT SCHOOL DISTRICT","762 Martin Street
Prescott
AR - 71857",207,"PRESCOTT SCHOOL DISTRICT",976,0.112704918032787,0.108606557377049,0.00102459016393443,0.0399590163934426,0.761270491803279,0.529713114754098,0.0614754098360656,0.382172131147541,0.0266393442622951,0.470286885245902,4,0,5006000,"5006000",-93.376246,33.791506
"207",6003000,"PULASKI COUNTY SPECIAL SCHOOL DISTRICT","925 East Dixon Rd
Little Rock
AR - 72216-8601",208,"PULASKI COUNTY SPECIAL SCHOOL DISTRIC",11863,0.132326895504765,0.13451969300835,0.0343257147676478,0.0576874420173737,0.4960802495153,0.420382702520442,0.089606339037343,0.429655230548765,0.0603557278934502,0.579617297479558,3,0,6003000,"6003000",-92.2546445,34.6722142
"208",1203000,"QUITMAN SCHOOL DISTRICT","6275 Heber Springs Rd West
Quitman
AR - 72131",209,"QUITMAN SCHOOL DISTRICT",689,0.101596516690856,0.18577648766328,0.0740203193033382,0.00435413642960813,0.566037735849057,0.955007256894049,0.0217706821480406,0.00435413642960813,0.0188679245283019,0.0449927431059507,2,0,1203000,"1203000",-92.2221555,35.3789006
"209",1106000,"RECTOR SCHOOL DISTRICT","604 West 5Th St
Rector
AR - 72461",210,"RECTOR SCHOOL DISTRICT",558,0.0967741935483871,0.152329749103943,0.0340501792114695,0,0.706093189964158,0.96415770609319,0.0340501792114695,0,0.0017921146953405,0.03584229390681,2,0,1106000,"1106000",-90.3000557,36.2632607
"210",442700,"RESPONSIVE ED SOLUTIONS NORTHWEST ARK CLASSICAL ACADEMY","1300 Melissa Dr, Ste 216
Bentonville
AR - 72712",211,"RESPONSIVE ED SOLUTIONS NORTHWEST ARK",660,0,0.0560606060606061,0,0.0742424242424242,0.0515151515151515,0.592424242424242,0.1,0.0151515151515152,0.292424242424242,0.407575757575758,1,1,442700,"442700",-94.2268477,36.3616461
"211",6053700,"RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF LITTLE ROCK","400 Hardin Rd
Little Rock
AR - 72211",212,"RESPONSIVE ED SOLUTIONS PREMIER HIGH",116,0,0.120689655172414,0,0.0172413793103448,0.646551724137931,0.0603448275862069,0.0431034482758621,0.896551724137931,0,0.939655172413793,3,1,6053700,"6053700",-92.399029,34.7495974
"212",4706000,"RIVERCREST SCHOOL DISTRICT","1700-A West State Hwy 14
Wilson
AR - 72395",214,"RIVERCREST SCHOOL DISTRICT 57",1148,0.0905923344947735,0.127177700348432,0.0252613240418118,0.014808362369338,0.713414634146341,0.645470383275261,0.0714285714285714,0.261324041811847,0.0217770034843206,0.354529616724739,2,0,4706000,"4706000",-90.1055402,35.6113715
"213",1613000,"RIVERSIDE SCHOOL DISTRICT","601 Catfish Dr
Lake City
AR - 72437",215,"RIVERSIDE SCHOOL DISTRICT",762,0.0905511811023622,0.190288713910761,0.0433070866141732,0.00656167979002625,0.602362204724409,0.901574803149606,0.073490813648294,0.020997375328084,0.00393700787401575,0.0984251968503937,2,0,1613000,"1613000",-90.4379,35.8166998
"214",7307000,"RIVERVIEW SCHOOL DISTRICT","800 Raider Drive
Searcy
AR - 72143",216,"RIVERVIEW SCHOOL DISTRICT",1212,0.0651815181518152,0.113036303630363,0.0198019801980198,0.0693069306930693,0.72029702970297,0.693894389438944,0.152640264026403,0.0899339933993399,0.0635313531353135,0.306105610561056,2,0,7307000,"7307000",-91.691518,35.252528
"215",405000,"ROGERS SCHOOL DISTRICT","500 Walnut St
Rogers
AR - 72756",217,"ROGERS SCHOOL DISTRICT",15604,0.0801487560913055,0.122082585278276,0.00686073352141575,0.282123621441395,0.550820302486542,0.454114329659062,0.462381440656242,0.0167905665214048,0.0667136631632915,0.545885670340938,1,0,405000,"405000",-94.1217139,36.33303
"216",7310000,"ROSE BUD SCHOOL DISTRICT","124 School Road
Rose Bud
AR - 72137",218,"ROSE BUD SCHOOL DISTRICT",776,0.0992268041237113,0.153350515463918,0.00515463917525773,0.0335051546391753,0.612903225806452,0.939432989690722,0.0502577319587629,0.00128865979381443,0.00902061855670103,0.0605670103092784,2,0,7310000,"7310000",-92.0734054,35.3337851
"217",5805000,"RUSSELLVILLE SCHOOL DISTRICT","220 West 10 St
Russellville
AR - 72801",219,"RUSSELLVILLE SCHOOL DISTRICT",5186,0.108813297255508,0.129880170081175,0.0266718206416699,0.146501739466564,0.577323563440031,0.62263787119167,0.247011183956807,0.0688391824141921,0.0615117624373313,0.37736212880833,1,0,5805000,"5805000",-93.1360538,35.269993
"218",2502000,"SALEM SCHOOL DISTRICT","313 Hwy 62E
Salem
AR - 72576",220,"SALEM SCHOOL DISTRICT",854,0.0491803278688525,0.133489461358314,0.0456674473067916,0.00819672131147541,0.635831381733021,0.921545667447307,0.0292740046838408,0.00351288056206089,0.0456674473067916,0.0784543325526932,2,0,2502000,"2502000",-91.8166092,36.3593264
"219",6060700,"SCHOLARMADE ACHIEVEMENT PLACE OF ARKANSAS","2410 South Battery St
Little Rock
AR - 72204",221,"SCHOLARMADE ACHIEVEMENT PLACE",275,0,0.0836363636363636,0,0,0.930909090909091,0.0218181818181818,0.0254545454545455,0.927272727272727,0.0254545454545455,0.978181818181818,3,1,6060700,"6060700",-92.2948418,34.7258777
"220",4204000,"SCRANTON SCHOOL DISTRICT","103 N. Tenth St.
Scranton
AR - 72863",222,"SCRANTON SCHOOL DISTRICT",424,0.120283018867925,0.125,0.0306603773584906,0.0212264150943396,0.561320754716981,0.900943396226415,0.035377358490566,0.00235849056603774,0.0613207547169811,0.0990566037735849,1,0,4204000,"4204000",-93.5411861,35.3613376
"221",6502000,"SEARCY COUNTY SCHOOL DISTRICT","952 Hwy 65 North
Marshall
AR - 72650",223,"SEARCY COUNTY SCHOOL DISTRICT",808,0.0717821782178218,0.118811881188119,0.0309405940594059,0.00495049504950495,0.71039603960396,0.935643564356436,0.0383663366336634,0.00123762376237624,0.0247524752475248,0.0643564356435644,1,0,6502000,"6502000",-92.4517791,35.581979
"222",7311000,"SEARCY SCHOOL DISTRICT","801 North Elm
Searcy
AR - 72143",224,"SEARCY SCHOOL DISTRICT",4054,0.0781943759250123,0.13764183522447,0.019980266403552,0.0325604341391219,0.494573260976813,0.719782930439072,0.0929945732609768,0.109521460286137,0.0777010360138135,0.280217069560927,2,0,7311000,"7311000",-91.7430069,35.2546208
"223",2705000,"SHERIDAN SCHOOL DISTRICT","400 North Rock
Sheridan
AR - 72150",225,"SHERIDAN SCHOOL DISTRICT",4091,0.0415546321192862,0.110486433634808,0.000733317037399169,0.0300659985333659,0.460278660474212,0.896113419701784,0.0493766805182107,0.0195551209973112,0.0349547787826937,0.103886580298216,3,0,2705000,"2705000",-92.3985097,34.3099341
"224",7104000,"SHIRLEY SCHOOL DISTRICT","154 School Drive
Shirley
AR - 72153",226,"SHIRLEY SCHOOL DISTRICT",354,0.0875706214689266,0.172316384180791,0.00564971751412429,0,0.827683615819209,0.957627118644068,0.0112994350282486,0.0112994350282486,0.019774011299435,0.0423728813559322,1,0,7104000,"7104000",-92.3140974,35.6596458
